299.91829	16.0127	205.75932
301.50903	16.51734	204.91933
303.09985	17.17698	201.08316
304.6907	17.6326	204.79639
306.28159	18.28026	207.14102
307.87256	20.14016	207.22815
309.46353	20.20519	209.30458
311.05457	22.39646	208.35371
312.64563	22.1677	206.24797
314.23674	25.92919	206.05112
315.82788	26.41182	203.68112
317.41907	29.0404	202.44366
319.01028	33.66814	200.0285
320.60151	38.50707	202.02585
322.19277	44.31211	202.8308
323.78406	48.76387	207.46272
325.37537	51.73654	212.62241
326.96672	55.37615	217.53938
328.55808	57.66726	221.80452
330.14946	59.84348	226.45029
331.74084	62.22105	229.10065
333.33227	63.71271	230.7504
334.92371	65.9189	233.82539
336.51514	68.64819	233.53456
338.10659	70.02179	236.35152
339.69807	72.46897	233.8233
341.28955	73.26141	234.80412
342.88103	75.62987	231.74834
344.47253	76.99393	229.66525
346.06404	77.40881	223.27885
347.65554	78.6824	217.26897
349.24705	79.02291	209.66586
350.83857	78.49075	201.40364
352.43008	77.79988	191.69762
354.02161	77.23138	181.72502
355.61314	75.2148	173.92699
357.20464	73.63438	166.65573
358.79617	71.62438	160.14659
360.38767	69.9124	153.69403
361.97918	67.56018	149.38454
363.5707	65.35704	145.19682
365.16218	63.72816	142.52838
366.75369	61.96001	138.87692
368.34517	60.41557	135.77116
369.93667	58.94436	133.0961
371.52812	57.456	130.57825
373.1196	56.10479	128.65323
374.71106	54.70715	126.72458
376.30249	53.35423	124.96471
377.89394	52.46941	123.65054
379.48538	51.80382	121.72261
381.07678	50.88963	120.93721
382.66819	50.15018	119.75774
384.25957	49.6511	118.55163
385.85095	48.89416	117.46214
387.44231	48.42828	116.69604
389.03367	47.86348	115.89299
390.625	47.53607	114.94342
392.21633	46.99694	114.18748
393.80764	46.74405	113.34679
395.39893	46.41701	112.77636
396.99021	46.26732	112.20232
398.58147	46.21128	111.57121
400.17273	46.10814	111.03185
401.76396	45.97503	110.36219
403.35518	45.86077	109.93604
404.94639	46.01408	109.5298
406.53757	46.23914	109.3595
408.12874	46.49696	109.35534
409.71987	46.77473	109.44654
411.31104	47.21977	109.74876
412.90215	47.43391	110.70412
414.49326	47.77116	111.53487
416.08433	47.997	112.88921
417.67539	48.12205	114.30956
419.26646	47.90968	115.54593
420.85752	47.87062	116.49121
422.44853	47.65202	117.34634
424.03955	47.4031	117.80928
425.63052	47.10166	118.32873
427.22148	46.81866	118.85446
428.81245	46.50663	119.3449
430.40342	46.24813	119.84017
431.99434	46.05504	120.08233
433.58525	45.79069	120.33143
435.17612	45.56981	120.50105
436.76704	45.33657	120.7943
438.35791	45.15624	120.89213
439.94873	44.99002	121.06042
441.5396	44.79995	121.21778
443.13042	44.61951	121.43488
444.72124	44.4724	121.52062
446.31201	44.36661	121.54842
447.90278	44.2463	121.67828
449.49356	44.11902	121.7366
451.08433	44.08135	121.8188
452.6751	43.99708	121.88607
454.26582	43.9357	122.05791
455.85654	43.88369	122.18963
457.44727	43.8153	122.31801
459.03794	43.82032	122.47588
460.62861	43.7577	122.63919
462.21929	43.75051	122.77563
463.80996	43.73602	122.84744
465.40064	43.68068	123.17247
466.99131	43.6869	123.28737
468.58193	43.68646	123.45512
470.17256	43.6597	123.64056
471.76318	43.64085	123.83931
473.35381	43.6658	124.04575
474.94443	43.66523	124.27708
476.53501	43.6265	124.47087
478.12563	43.60136	124.74766
479.71621	43.59753	124.94346
481.30679	43.61508	125.16193
482.89736	43.58846	125.41154
484.48794	43.55407	125.71411
486.07852	43.5732	125.89114
487.66909	43.55148	126.16029
489.25967	43.55642	126.39696
490.85024	43.55681	126.6371
492.44077	43.52987	126.84312
494.03135	43.53394	127.11401
495.62187	43.53719	127.37799
497.21245	43.54024	127.56351
498.80303	43.56393	127.79247
500.39355	43.6349	127.9613
501.98413	43.68853	128.22456
503.57466	43.78697	128.44502
505.16523	43.90993	128.81905
506.75581	44.04602	129.25499
508.34634	44.27853	129.93158
509.93691	44.54769	130.91951
511.52749	44.7033	132.44614
513.11807	44.63727	134.78905
514.70864	44.12983	137.70062
516.29922	42.83597	140.81648
517.8898	40.64194	143.10448
519.48037	38.00356	143.33333
521.071	35.70654	141.12929
522.66157	34.3431	137.06349
524.2522	33.95432	132.75691
525.84282	34.31752	128.80577
527.43345	35.17027	125.89409
529.02407	36.16229	123.93613
530.6147	37.19843	122.79528
532.20532	38.16958	122.25889
533.796	38.95775	122.05091
535.38667	39.66123	122.04859
536.97734	40.2807	122.24477
538.56802	40.80484	122.63034
540.15869	41.25092	123.02383
541.74941	41.60804	123.48332
543.34014	41.9408	123.8381
544.93086	42.20853	124.34113
546.52158	42.42486	124.75473
548.1123	42.62431	125.27438
549.70308	42.79969	125.60636
551.29385	42.95041	126.04398
552.88462	43.07342	126.41131
554.47544	43.19867	126.83327
556.06621	43.27745	127.21307
557.65703	43.3671	127.60001
559.2479	43.44672	127.91762
560.83872	43.55911	128.25134
562.42959	43.60427	128.55199
564.02046	43.67464	128.86597
565.61133	43.704	129.16098
567.20225	43.74123	129.46645
568.79316	43.76001	129.77209
570.38408	43.84132	130.06705
571.975	43.86448	130.31937
573.56597	43.89769	130.62158
575.15693	43.92875	130.83348
576.7479	43.95421	131.22499
578.33892	43.97139	131.46675
579.92993	44.01123	131.58713
581.52095	44.0327	131.8853
583.11196	44.05936	132.11707
584.70303	44.05463	132.33475
586.29409	44.09008	132.57408
587.88516	44.07861	132.78134
589.47627	44.15308	133.02492
591.06738	44.15136	133.22716
592.6585	44.16147	133.48099
594.24961	44.1878	133.70964
595.84077	44.17197	133.91759
597.43188	44.21325	134.08757
599.02305	44.19381	134.27588
600.61426	44.21516	134.53984
602.20542	44.21856	134.65823
603.79663	44.24513	134.961
605.38784	44.20668	135.05104
606.97905	44.24525	135.27777
608.57026	44.26944	135.45927
610.16152	44.30019	135.63893
611.75273	44.25454	135.84239
613.34399	44.28358	136.01212
614.93525	44.28774	136.20851
